target_id,stage1,stage2,stage3,stage4b,stage4c,red_flags,loop3_penalty_axes,gate_only,production_scoring_changed
PLATFORM_SOFTWARE_INTERNET,portal_growth|messenger_ecosystem|commerce_platform_growth|ad_platform_recovery|user_growth,arpu_growth|recurring_revenue|opm_improvement|governance_clean|ad_quality_clean,platform_monetization|fcf_conversion|regulatory_risk_low|privacy_risk_low,platform_multiple_crowded|user_count_story_overpriced|legal_risk_ignored,privacy_lawsuit|founder_legal_case|regulatory_investigation|trust_damage|scam_ad_lawsuit,governance|privacy|legal_overhang|youth_safety|ad_quality,governance|privacy|ad_quality|youth_safety,false,false
B2B_SAAS_ERP_WORKFLOW,cloud_erp_transition|b2b_saas_growth|sme_cloud_conversion|pe_operational_improvement,arr_growth|recurring_revenue_ratio|low_churn|customer_lock_in|opm_improvement,fcf_conversion|net_retention_rate|workflow_lock_in|valuation_frame_shift,b2b_saas_premium_crowded|pe_event_premium_overread,churn_spike|si_revenue_reversion|opm_decline|regulatory_approval_failure,churn|si_revenue_mix|regulatory_approval|event_premium,churn|si_revenue|regulatory|pe_event_premium,false,false
CLOUD_AI_SOFTWARE_INFRA,enterprise_ai_platform|ai_workflow_automation|agentic_ai_platform|private_data_integration,paid_ai_contract|total_contract_value|government_revenue_growth|commercial_revenue_growth|revenue_per_employee,auditable_workflow|repeat_contract|fcf_conversion|opm_improvement|rule_of_40,ai_software_narrative_crowded|valuation_saturation|strong_results_stock_stalls,ai_compute_cost_surge|government_contract_risk|auditability_failure|model_dependency,valuation_crowding|government_customer|ai_cost|model_dependency,valuation|government_customer|ai_cost|auditability,false,false
AI_SOFTWARE_APPLICATION,ai_application_launch|enterprise_ai_adoption|api_usage_growth,paid_customer_growth|api_revenue|workflow_integration|total_contract_value,repeat_paid_usage|fcf_conversion|compute_cost_controlled|auditable_workflow,ai_app_narrative_crowded|valuation_before_margin_proof|rule_of_40_fully_priced,compute_cost_spike|model_dependency|copyright_lawsuit|data_privacy_lawsuit,compute_cost|model_dependency|copyright|data_privacy|free_user_growth_only,compute_cost|model_dependency|4b_crowding,false,false
OBSERVABILITY_AI_OPERATIONS,ai_workload_monitoring|aiops|sre_agent|security_analyst_agent,arr_growth|ai_monitoring_customer_growth|guidance_raise|observability_revenue_growth,net_retention_rate|fcf_conversion|ai_workload_attach|usage_resilience,observability_ai_premium_crowded|ai_operations_multiple_saturated,cloud_optimization|net_retention_slowdown|usage_slowdown|guidance_cut,cloud_optimization|net_retention|usage_slowdown|4b,cloud_optimization|net_retention|usage,false,false
CONTACT_CENTER_AI_AUTOMATION,ccaas_ai_agent_assist|contact_center_automation|seat_expansion,enterprise_contract|seat_expansion|retention_rate|opm_improvement|aht_reduction,workflow_embedded|low_churn|enterprise_retention|fcf_conversion|roi_verified,contact_center_ai_crowded,churn_spike|it_budget_cut|privacy_event|automation_roi_failure,churn|it_budget_cut|privacy|roi_failure,churn|it_budget|privacy|roi,false,false
GAME_CONTENT_IP,new_title_announcement|ip_expansion|preorder_rumor|user_growth,bookings_growth|sell_through|preorder_actual|launch_date_confirmed|live_service_monetization,repeat_ip_portfolio|global_monetization|single_ip_risk_low|op_eps_revision,single_ip_valuation_crowded|launch_expectations_saturated,game_delay|booking_deferral|development_cost_inflation|single_ip_revenue_risk,single_ip|game_delay|booking_deferral|development_cost|bookings_cut,single_ip|delay|bookings|development_cost,false,false
UGC_GAME_PLATFORM_SAFETY,ugc_platform_dau_growth|safety_feature_rollout|communication_engagement,bookings_growth|dau_growth|age_verification_impact_measured|content_monitoring_scaled,safety_compliance|bookings_resilience|user_growth_resilience,ugc_platform_scale_narrative_crowded,child_safety_litigation|age_verification_friction|bookings_guide_cut|user_growth_slowdown,child_safety|age_verification|bookings_cut|regulatory_ban,child_safety|age_verification|bookings|regulation,false,false
MEDIA_AD_CONTENT_CYCLE,ad_market_recovery|global_ad_budget_growth|content_cycle_rebound,ad_revenue_growth|budget_resilience|opm_improvement|client_budget_stable,repeat_platform_ad_revenue|budget_resilience|ai_disruption_low,ad_cycle_recovery_overpriced,client_budget_cut|ai_disintermediation|profit_drop|dividend_cut|workforce_reduction,ad_cycle|client_budget_cut|ai_disruption|traditional_agency_margin,ad_cycle|client_budget|ai_disruption|guidance_miss,false,false
ADTECH_PLATFORM_PREMIUM,ctv_growth|retail_media_growth|ai_ad_platform_growth|kokai_platform_adoption,revenue_growth|customer_retention|platform_adoption|guidance_confirmed,premium_valuation_justified_by_growth|fcf_conversion|budget_resilience,adtech_premium_crowded|premium_multiple_guidance_miss,revenue_miss|guidance_miss|platform_transition_failure|premium_valuation_drawdown,revenue_miss|guidance_miss|premium_valuation|transition_failure,revenue_miss|guidance|premium_valuation,false,false
STREAMING_AD_PLATFORM,ad_tier_user_growth|streaming_ad_inventory|ctv_ad_platform,ad_tier_users|ad_revenue_growth|ad_arpu|own_ad_tech|ad_supported_signup_mix,subscription_ad_hybrid|arpu_expansion|privacy_risk_low|fcf_support,streaming_ad_multiple_crowded|ad_tier_growth_fully_priced|privacy_risk_ignored,privacy_lawsuit|dark_pattern_allegation|child_data_collection|ad_load_churn,privacy|ad_arpu_saturation|ad_load|subscriber_churn|dark_pattern,privacy|ad_arpu|ad_load|churn,false,false
SECURITY_IDENTITY_DEEPFAKE,cybersecurity_demand|identity_threat|deepfake_regulation|ai_cyber_threat,arr_growth|billings_growth|customer_diversification|low_churn|opm_improvement,security_platform_lock_in|renewal_strength|operational_trust_intact,security_multiple_crowded|outage_risk_ignored,global_outage|faulty_update|customer_lawsuit|renewal_rate_down|trust_damage,outage|lawsuit|renewal_risk|trust_damage,outage|customer_lawsuit|renewal|trust_damage,false,false
SECURITY_OPERATIONAL_TRUST_OVERLAY,operational_trust_event|security_update_failure|platform_outage,customer_damage_quantified|recovery_plan|retention_impact_measured,not_applicable_gate_only,trust_risk_underpriced,global_outage|affected_devices|customer_lawsuit|shareholder_lawsuit|renewal_risk,outage|affected_devices|customer_damage|lawsuit|renewal_risk,outage|customer_damage|lawsuit|renewal,true,false
PLATFORM_GOVERNANCE_LEGAL_RISK,founder_legal_case|mna_legal_dispute|antitrust_lawsuit|youth_safety_lawsuit,risk_resolved|fine_or_business_change_quantified|governance_discount_measured,overhang_resolved_and_core_fcf_improves,legal_risk_underpriced|valuation_expands_before_resolution,guilty_verdict|large_fine|forced_business_change|governance_discount_widens,founder_legal_case|mna_legal_dispute|regulatory_investigation|youth_safety|antitrust,founder|mna|regulation|youth_safety|antitrust,true,false
PLATFORM_AD_TRUST_OVERLAY,scam_ad_lawsuit|ad_quality_risk|consumer_protection_lawsuit,ad_quality_controls_verified|lawsuit_cost_quantified|revenue_quality_clean,not_applicable_gate_only,scam_ad_risk_underpriced,consumer_protection_lawsuit|ad_trust_damage|revenue_quality_questioned|regulatory_investigation,scam_ads|consumer_protection|ad_quality|platform_trust,scam_ads|ad_quality|consumer_lawsuit,true,false
GENERATIVE_AI_IP_RISK,generative_ai_training_data|content_license|open_source_dependency,licensed_dataset|rights_cleared_revenue|enterprise_contract,rights_cleared_repeat_revenue|liability_risk_low,genai_ip_story_overheated,copyright_lawsuit|license_gap|privacy_lawsuit|opensource_supply_chain_risk,copyright|license_risk|privacy|training_data,copyright|license|training_data,true,false
METAVERSE_NFT_THEME,metaverse_nft_theme|token_content_launch|virtual_goods_user_growth,regulated_revenue|repeat_paid_usage|non_token_cash_flow,durable_non_token_revenue|fcf_conversion|regulatory_risk_low,metaverse_nft_liquidity_bubble,liquidity_collapse|token_volume_collapse|regulatory_action|revenue_absent,liquidity|token_volume|regulation|revenue_absent,no_revenue_model|liquidity_collapse,false,false
